frame,hip_x,hip_y,hip_z,knee_x,knee_y,knee_z,ankle_x,ankle_y,ankle_z
29,0.6506784558296204,0.3820551335811615,0.25930023193359375,0.6015894412994385,0.523144006729126,0.5357335209846497,0.5142590403556824,0.6648210883140564,0.833943784236908
30,0.6350576877593994,0.3850352168083191,0.26089951395988464,0.5877987742424011,0.5267071723937988,0.5338262319564819,0.500653088092804,0.6672739386558533,0.8230137228965759
31,0.6183785796165466,0.3854685425758362,0.26069918274879456,0.5739235877990723,0.5316295027732849,0.5013079643249512,0.49408039450645447,0.6706008911132812,0.7702324390411377
32,0.5995725393295288,0.3882623314857483,0.2598680853843689,0.5612709522247314,0.5335269570350647,0.49937617778778076,0.498763769865036,0.6717967391014099,0.7691501975059509
33,0.5867486596107483,0.38918691873550415,0.2594508230686188,0.5560662150382996,0.5334200263023376,0.49016109108924866,0.5003147721290588,0.6730821132659912,0.7487014532089233
34,0.5726895928382874,0.3881625533103943,0.2589891850948334,0.5506461262702942,0.5327227711677551,0.4867978096008301,0.5012338757514954,0.673384428024292,0.7455413341522217
35,0.5629963874816895,0.387887567281723,0.2573617398738861,0.5461573004722595,0.5319831967353821,0.43957898020744324,0.5012549161911011,0.6732398867607117,0.6401163339614868
36,0.5472337603569031,0.3875519037246704,0.2545458972454071,0.5417112708091736,0.5315293073654175,0.3811633288860321,0.4971885085105896,0.6738850474357605,0.5539481043815613
37,0.5429320931434631,0.38704773783683777,0.253780335187912,0.5490680932998657,0.5317142009735107,0.35924381017684937,0.49826860427856445,0.67410808801651,0.5169944167137146
38,0.5222232341766357,0.3855036795139313,0.24471960961818695,0.543323814868927,0.5316810011863708,0.30163082480430603,0.5003973841667175,0.6744651198387146,0.4314520061016083
39,0.5148841142654419,0.3819456696510315,0.2256467640399933,0.533107578754425,0.5283178687095642,0.2073991596698761,0.5019304156303406,0.6743949055671692,0.25731536746025085
40,0.4942582845687866,0.3794010579586029,0.21934650838375092,0.5152844190597534,0.5259024500846863,0.18393465876579285,0.5020002722740173,0.6741434335708618,0.21026000380516052
41,0.4713808298110962,0.37928804755210876,0.2130299061536789,0.489427775144577,0.5244013071060181,0.18384869396686554,0.4974168837070465,0.6705480813980103,0.21555954217910767
42,0.4521719515323639,0.37833255529403687,0.21036739647388458,0.4624606668949127,0.5205431580543518,0.17936770617961884,0.49544355273246765,0.6643761396408081,0.19280417263507843
43,0.43261751532554626,0.3746583163738251,0.1937384009361267,0.43869563937187195,0.5173867344856262,0.1522955745458603,0.49670377373695374,0.6574464440345764,0.16124923527240753
44,0.4235011339187622,0.3744225800037384,0.18386699259281158,0.432487428188324,0.5178124904632568,0.1542460322380066,0.49373579025268555,0.6555467844009399,0.1824687123298645
45,0.41390761733055115,0.37467795610427856,0.1835150122642517,0.42957359552383423,0.5182496309280396,0.15553294122219086,0.4774034321308136,0.6562432646751404,0.18530777096748352
46,0.41491222381591797,0.3747020363807678,0.18015044927597046,0.43711453676223755,0.5179797410964966,0.1554422229528427,0.456037312746048,0.6615571975708008,0.195794016122818
47,0.41486862301826477,0.37447091937065125,0.17882606387138367,0.44794148206710815,0.5153720378875732,0.17610973119735718,0.45901840925216675,0.6619117856025696,0.22738872468471527
48,0.4104083180427551,0.37352636456489563,0.18213997781276703,0.4479377269744873,0.5143306255340576,0.17878514528274536,0.4643344581127167,0.6622592806816101,0.23418015241622925
49,0.40006983280181885,0.37286576628685,0.18325865268707275,0.44103431701660156,0.515503466129303,0.20231753587722778,0.468302458524704,0.6673862338066101,0.2676844000816345
50,0.38359329104423523,0.37303775548934937,0.18447355926036835,0.431075781583786,0.5162153840065002,0.21586254239082336,0.47034886479377747,0.6712967753410339,0.2806220054626465
51,0.3676052391529083,0.3745778203010559,0.19306427240371704,0.413314551115036,0.5163601040840149,0.23267266154289246,0.4713039696216583,0.6717537641525269,0.31461551785469055
52,0.34584948420524597,0.3766534924507141,0.1973991096019745,0.3986656069755554,0.521581768989563,0.23292382061481476,0.47221556305885315,0.6735714673995972,0.31254664063453674
53,0.30310729146003723,0.381834477186203,0.20632711052894592,0.3763708770275116,0.5223787426948547,0.2514844536781311,0.4716048240661621,0.673232913017273,0.344160258769989
54,0.28352031111717224,0.3820234537124634,0.21656420826911926,0.3617587983608246,0.5213112235069275,0.2586606442928314,0.4678322672843933,0.6685980558395386,0.34281325340270996
55,0.2497449368238449,0.38279852271080017,0.22817184031009674,0.33321821689605713,0.5181059241294861,0.26958703994750977,0.45357584953308105,0.6598070859909058,0.3684433102607727
56,0.23535074293613434,0.38241541385650635,0.22836162149906158,0.31715548038482666,0.515926718711853,0.26357194781303406,0.45207732915878296,0.6559163928031921,0.3732200562953949
57,0.22317282855510712,0.37799426913261414,0.23665013909339905,0.2997051477432251,0.5133079886436462,0.26780378818511963,0.444983571767807,0.6536027789115906,0.3923128843307495
58,0.21999967098236084,0.3726969361305237,0.2438528686761856,0.28792625665664673,0.5103041529655457,0.2912735342979431,0.42340391874313354,0.6523391008377075,0.44034430384635925
59,0.1977449357509613,0.37089332938194275,0.2588074207305908,0.2518674433231354,0.5105414986610413,0.3348345160484314,0.3901032507419586,0.6534999012947083,0.4910481870174408
60,0.19143469631671906,0.37011250853538513,0.26372426748275757,0.24419964849948883,0.5113499164581299,0.37938374280929565,0.35697805881500244,0.6541268825531006,0.5866841077804565
61,0.19146005809307098,0.3702239692211151,0.26134979724884033,0.23530514538288116,0.5131627917289734,0.4267594814300537,0.30785566568374634,0.6547661423683167,0.6709151864051819
62,0.1744515597820282,0.37047815322875977,0.264704167842865,0.19222505390644073,0.5133664011955261,0.3992915749549866,0.2504744231700897,0.6582686901092529,0.61463463306427
63,0.1440824270248413,0.3702405095100403,0.27403777837753296,0.1558128148317337,0.5128230452537537,0.3744664192199707,0.19441808760166168,0.6618744730949402,0.5528289675712585
64,0.10623281449079514,0.3703004717826843,0.28441521525382996,0.12583734095096588,0.5226094722747803,0.39030957221984863,0.14937447011470795,0.6720839738845825,0.5847598314285278
65,0.06119823828339577,0.37209317088127136,0.2838107943534851,0.07782717794179916,0.5218983292579651,0.38830092549324036,0.11034729331731796,0.664134681224823,0.5842495560646057
66,0.055721692740917206,0.37030816078186035,0.27942222356796265,0.060171712189912796,0.5143163800239563,0.38705840706825256,0.08077217638492584,0.6443168520927429,0.5544604063034058
67,0.0593736357986927,0.3647243082523346,0.2661667764186859,0.05919961631298065,0.5107568502426147,0.32109522819519043,0.07487525790929794,0.6468295454978943,0.41533374786376953
68,0.0421748124063015,0.3651443421840668,0.26570427417755127,0.03825666010379791,0.5110796689987183,0.3258270025253296,0.054560188204050064,0.6446866393089294,0.42212894558906555
69,0.03326766937971115,0.3653711676597595,0.2654499411582947,0.025560183450579643,0.5104110240936279,0.32516804337501526,0.07394296675920486,0.6464143395423889,0.4474892318248749
70,0.02987736463546753,0.369576632976532,0.26541540026664734,0.028591372072696686,0.5142882466316223,0.32044798135757446,0.09478212893009186,0.6586897969245911,0.45392635464668274
71,0.015053411945700645,0.3714107275009155,0.2726334035396576,0.019805219024419785,0.5186979174613953,0.32150575518608093,0.09428328275680542,0.6660314202308655,0.45535174012184143
72,0.003478775266557932,0.38011330366134644,0.24829985201358795,0.01231311820447445,0.5225642323493958,0.27762335538864136,0.08829537034034729,0.6648363471031189,0.37887027859687805
73,-0.0029039892833679914,0.38146334886550903,0.2380581945180893,0.005198592785745859,0.5245930552482605,0.2591468095779419,0.08150370419025421,0.6644115447998047,0.34144866466522217
74,-0.06983472406864166,0.38355737924575806,0.21763426065444946,-0.001344181946478784,0.5332436561584473,0.18270516395568848,0.08217938244342804,0.6774970293045044,0.2555975019931793
100,0.43195009231567383,0.3050093650817871,0.08978021144866943,0.465029239654541,0.34590500593185425,0.2286020815372467,0.5215832591056824,0.3438355624675751,0.4725400507450104
129,0.5082684755325317,0.37049010396003723,0.027175622060894966,0.5523319244384766,0.3928481638431549,0.2880455553531647,0.563054621219635,0.4457601010799408,0.06157834082841873
130,0.5027090311050415,0.3661397397518158,0.007482548709958792,0.5584325194358826,0.39332064986228943,0.15159930288791656,0.5746886730194092,0.44983580708503723,-0.022156650200486183
131,0.4992448389530182,0.3609659969806671,0.029416779056191444,0.5592741966247559,0.39381149411201477,0.1498251110315323,0.5739448666572571,0.45503947138786316,-0.07839342206716537
132,0.49914729595184326,0.362159788608551,0.03853992000222206,0.5555715560913086,0.39334994554519653,0.17676927149295807,0.5647388696670532,0.45467445254325867,-0.07288456708192825
133,0.49714967608451843,0.36190205812454224,0.03782341629266739,0.554861307144165,0.39286792278289795,0.144416943192482,0.565845251083374,0.4635069966316223,-0.04135534167289734
134,0.4970146715641022,0.36208194494247437,0.018551265820860863,0.5643446445465088,0.3949996531009674,0.13494493067264557,0.5677401423454285,0.4677123427391052,-0.10108533501625061
135,0.4963572025299072,0.3609834909439087,0.02539411000907421,0.5633800029754639,0.39492154121398926,0.1367412805557251,0.5678039193153381,0.4668092727661133,-0.07905466854572296
168,0.43003371357917786,0.3658389747142792,0.05620640143752098,0.4836061894893646,0.36944779753685,0.1364385038614273,0.45313557982444763,0.3501319885253906,0.10731817781925201
181,-0.03229355067014694,0.3889142870903015,-0.25339826941490173,0.009139832109212875,0.4846188426017761,-0.33859196305274963,0.07445705682039261,0.6315144896507263,-0.04923916235566139
182,0.027112789452075958,0.388863742351532,-0.25644776225090027,0.10130345821380615,0.520818829536438,-0.024977168068289757,0.1614571362733841,0.6662561893463135,0.3394617438316345
183,0.06527161598205566,0.3914048373699188,-0.26408931612968445,0.13046474754810333,0.5340115427970886,0.03251679614186287,0.16985389590263367,0.6797338724136353,0.43757209181785583
184,0.06989613175392151,0.3915152847766876,-0.2661972641944885,0.1307457685470581,0.5383332967758179,-0.03669178858399391,0.16729743778705597,0.6787530183792114,0.3172268271446228
185,0.08560982346534729,0.39126816391944885,-0.2744622528553009,0.13050882518291473,0.5378695726394653,-0.11099589616060257,0.16922800242900848,0.6783690452575684,0.29751986265182495
186,0.09059708565473557,0.39119428396224976,-0.2670949101448059,0.12236844003200531,0.532163679599762,-0.08403243124485016,0.11250569671392441,0.6323926448822021,0.3479801416397095
187,0.10161417722702026,0.38497817516326904,-0.24645890295505524,0.11779555678367615,0.527676522731781,-0.10976254940032959,0.0364290289580822,0.603448748588562,0.3206237554550171
188,0.11134926229715347,0.38305047154426575,-0.2401534616947174,0.0729292556643486,0.5274198651313782,-0.17731814086437225,-0.03980430215597153,0.6599563360214233,0.04942509904503822
189,0.12809588015079498,0.3812016248703003,-0.23587460815906525,0.07493220269680023,0.525611400604248,-0.21516336500644684,0.005193774588406086,0.6691293716430664,-0.03929995000362396
190,0.1456488072872162,0.3779810667037964,-0.2382132112979889,0.10171090811491013,0.5249339938163757,-0.24438351392745972,0.018273791298270226,0.6775884628295898,-0.09357552975416183
191,0.1577332615852356,0.37371718883514404,-0.23897872865200043,0.14242464303970337,0.523993194103241,-0.3604986369609833,0.09844970703125,0.6895551085472107,-0.3179618716239929
192,0.16968639194965363,0.3726974427700043,-0.24016712605953217,0.18187010288238525,0.5234543681144714,-0.36398011445999146,0.15504813194274902,0.6937780976295471,-0.388582319021225
193,0.1817164570093155,0.37019509077072144,-0.23702627420425415,0.2046905905008316,0.522232174873352,-0.3261200189590454,0.19024279713630676,0.690723180770874,-0.29623502492904663
194,0.1976390928030014,0.3694274425506592,-0.2349448800086975,0.23877473175525665,0.5220050811767578,-0.30170735716819763,0.24809928238391876,0.6955889463424683,-0.30093061923980713
195,0.2170739769935608,0.3698660433292389,-0.2301357388496399,0.2679482698440552,0.5244321823120117,-0.29601266980171204,0.30388447642326355,0.6957975625991821,-0.3276004493236542
196,0.2347605973482132,0.3705711364746094,-0.229712575674057,0.28859394788742065,0.5296763181686401,-0.3041810095310211,0.35207003355026245,0.7003426551818848,-0.36093947291374207
197,0.2541818916797638,0.3717735707759857,-0.22860020399093628,0.3091357350349426,0.529199481010437,-0.3029916286468506,0.3852783143520355,0.6967917084693909,-0.3514857590198517
198,0.2721157968044281,0.3724004626274109,-0.22121459245681763,0.33524009585380554,0.5295483469963074,-0.3001064360141754,0.41604703664779663,0.696469783782959,-0.32211485505104065
199,0.2892707288265228,0.3730228841304779,-0.2212221324443817,0.3570269048213959,0.5295536518096924,-0.29529210925102234,0.44442465901374817,0.6955257058143616,-0.3068987727165222
200,0.3023388981819153,0.37436193227767944,-0.22196678817272186,0.3817746341228485,0.5315602421760559,-0.29414474964141846,0.46725210547447205,0.695866584777832,-0.2913719415664673
201,0.3232142925262451,0.3784306049346924,-0.2227826863527298,0.4000150263309479,0.5365208983421326,-0.27003931999206543,0.48221397399902344,0.6984827518463135,-0.2530650794506073
202,0.3428504765033722,0.3849519193172455,-0.223530113697052,0.41937538981437683,0.5451757311820984,-0.2508794963359833,0.4972635805606842,0.7044389843940735,-0.202827587723732
203,0.36616963148117065,0.39154329895973206,-0.208903506398201,0.421878844499588,0.5518981218338013,-0.2123837172985077,0.506434440612793,0.7084410786628723,-0.1492575705051422
204,0.39159777760505676,0.3952840268611908,-0.20698508620262146,0.43775489926338196,0.553135097026825,-0.19394280016422272,0.5069073438644409,0.7088269591331482,-0.09823383390903473
205,0.4056727886199951,0.39527082443237305,-0.2071313112974167,0.4486720860004425,0.5518978834152222,-0.20965225994586945,0.5032912492752075,0.7081204652786255,-0.1451278179883957
206,0.41770848631858826,0.39490407705307007,-0.20860591530799866,0.4594079554080963,0.550544261932373,-0.21075260639190674,0.506392776966095,0.7092252969741821,-0.13457439839839935
207,0.43721896409988403,0.3938769996166229,-0.20947355031967163,0.4671095609664917,0.5494841933250427,-0.21624137461185455,0.509789228439331,0.7089911103248596,-0.14996683597564697
208,0.4451870322227478,0.3908016085624695,-0.21005024015903473,0.4866296350955963,0.5416566729545593,-0.2478756159543991,0.5127137303352356,0.708531379699707,-0.2270784080028534
209,0.4600357711315155,0.3907003700733185,-0.21030062437057495,0.5069884061813354,0.5416328310966492,-0.24718956649303436,0.5137358903884888,0.7088776230812073,-0.22735638916492462
210,0.47023025155067444,0.39097121357917786,-0.210682675242424,0.5222777724266052,0.5416172742843628,-0.21225827932357788,0.5173739790916443,0.7113472819328308,-0.15166009962558746
211,0.4883711636066437,0.38998571038246155,-0.21096396446228027,0.5306273698806763,0.5388689041137695,-0.2159225046634674,0.5180447697639465,0.7117982506752014,-0.183566153049469
212,0.5049309730529785,0.38988032937049866,-0.20429730415344238,0.5391891002655029,0.5423219203948975,-0.11429132521152496,0.5219578146934509,0.711725652217865,0.014829938299953938
213,0.5212408304214478,0.3906608819961548,-0.19271424412727356,0.5343162417411804,0.5433316230773926,-0.1128140538930893,0.5169593691825867,0.7089108228683472,-0.004813434090465307
214,0.5296613574028015,0.3908800482749939,-0.1880856603384018,0.5278345346450806,0.543244481086731,-0.13601545989513397,0.5132358074188232,0.7064544558525085,-0.048655398190021515
215,0.5405998229980469,0.3913866877555847,-0.1900418996810913,0.5275987982749939,0.5435337424278259,-0.11694402247667313,0.5130078196525574,0.7055031657218933,0.009855258278548717
216,0.5578634738922119,0.3935587704181671,-0.1913752555847168,0.5335918068885803,0.5425965189933777,-0.08566242456436157,0.5148117542266846,0.70473712682724,0.10425925999879837
217,0.5706188678741455,0.3941287398338318,-0.19233940541744232,0.5392966270446777,0.5422919392585754,-0.10357765108346939,0.5169247984886169,0.7058404684066772,0.06580408662557602
218,0.5906193256378174,0.39625898003578186,-0.19329315423965454,0.5505785346031189,0.542429506778717,-0.10852571576833725,0.5184409618377686,0.7059258222579956,0.056929320096969604
219,0.6091649532318115,0.39705994725227356,-0.1978703737258911,0.5698195099830627,0.5415087342262268,-0.11677858978509903,0.519446074962616,0.7058013081550598,0.06300348788499832
220,0.6307008266448975,0.40163156390190125,-0.201577290892601,0.5843368768692017,0.541706919670105,-0.11378321796655655,0.5218514204025269,0.7059280872344971,0.08260233700275421
221,0.6484431624412537,0.40260034799575806,-0.22449223697185516,0.5943007469177246,0.5410305261611938,-0.11766919493675232,0.5225841999053955,0.7058309316635132,0.08932908624410629
222,0.6639462113380432,0.40349358320236206,-0.2330184131860733,0.6047625541687012,0.5420682430267334,-0.19347795844078064,0.5227150321006775,0.7057154178619385,-0.020706240087747574
223,0.6879372596740723,0.40904727578163147,-0.23574204742908478,0.6136391758918762,0.5438081622123718,-0.12065838277339935,0.5242108702659607,0.7056850790977478,0.19261354207992554
224,0.7025970220565796,0.4098568260669708,-0.23455089330673218,0.6262106895446777,0.5440149903297424,-0.12107852846384048,0.5296023488044739,0.705556333065033,0.1288173496723175
225,0.7225538492202759,0.4094371199607849,-0.23367416858673096,0.650509238243103,0.5392036437988281,-0.2567392885684967,0.5348863005638123,0.703346312046051,-0.05140131339430809
226,0.7432770729064941,0.4052078127861023,-0.24310143291950226,0.6632698178291321,0.5385345220565796,-0.26908713579177856,0.5390604734420776,0.701718270778656,-0.10630080848932266
227,0.7551584839820862,0.39815622568130493,-0.24768970906734467,0.6740171909332275,0.5381278395652771,-0.33157825469970703,0.542392373085022,0.7000925540924072,-0.2299976795911789
228,0.7870503067970276,0.3969132602214813,-0.268329918384552,0.6897655129432678,0.5385055541992188,-0.3018993139266968,0.5501922369003296,0.6979207992553711,-0.1597655564546585
229,0.8132331371307373,0.39405521750450134,-0.2697943449020386,0.7162750959396362,0.5382823348045349,-0.2688368260860443,0.5685473084449768,0.6942539215087891,-0.06904768943786621
230,0.8452234268188477,0.38983190059661865,-0.27382466197013855,0.7605506777763367,0.5340206623077393,-0.27391907572746277,0.5992806553840637,0.6899820566177368,-0.09825630486011505
231,0.8511998057365417,0.3837737739086151,-0.28187382221221924,0.7784859538078308,0.5316272974014282,-0.3113301992416382,0.6414052844047546,0.6908833384513855,-0.21267181634902954
232,0.8633930683135986,0.37815389037132263,-0.28900739550590515,0.7983288168907166,0.5300720930099487,-0.33464932441711426,0.6817710995674133,0.691102147102356,-0.2617727518081665
233,0.8735437989234924,0.3764724135398865,-0.2899562120437622,0.8264239430427551,0.5292355418205261,-0.35590118169784546,0.7229979038238525,0.6921895742416382,-0.30144378542900085
234,0.8930072784423828,0.3764679431915283,-0.2872154414653778,0.8537071943283081,0.5313246846199036,-0.32452622056007385,0.7657477259635925,0.695154070854187,-0.22730137407779694
235,0.9118509292602539,0.3773013949394226,-0.285199910402298,0.895243763923645,0.5315261483192444,-0.3124758303165436,0.8363716006278992,0.7019653916358948,-0.202938973903656
236,0.9178190231323242,0.3783552944660187,-0.26044464111328125,0.9131135940551758,0.531761884689331,-0.2909718453884125,0.8751386404037476,0.7023390531539917,-0.1997285634279251
237,0.9264076352119446,0.37865757942199707,-0.22151044011116028,0.9363356828689575,0.5293234586715698,-0.47865030169487,0.916018545627594,0.7031959295272827,-0.5557525157928467
238,0.9889557361602783,0.3838512599468231,-0.19571970403194427,0.9669066667556763,0.5336288213729858,-0.19896510243415833,0.9687841534614563,0.7037131786346436,-0.15557944774627686
239,1.0008795261383057,0.3839793801307678,-0.20671693980693817,0.9673327207565308,0.5345295071601868,-0.12255005538463593,0.9719893336296082,0.7012829780578613,-0.010085021145641804
240,1.001031517982483,0.3857451379299164,-0.20942768454551697,0.9791194200515747,0.535122811794281,-0.1363738775253296,0.962300181388855,0.7012302279472351,-0.034450821578502655
241,0.9978468418121338,0.38565483689308167,-0.21853965520858765,0.9724213480949402,0.5336824059486389,-0.18331581354141235,0.9227102398872375,0.6958961486816406,-0.09207573533058167
242,1.0032520294189453,0.38476046919822693,-0.23641763627529144,0.9751761555671692,0.5317586064338684,-0.2319120615720749,0.9133802652359009,0.6944229602813721,-0.10681423544883728
243,1.0588924884796143,0.3966277241706848,-0.2164280116558075,0.9933570027351379,0.5301047563552856,-0.21661749482154846,0.9185932874679565,0.6895738244056702,-0.10937785357236862
250,0.4172036945819855,0.34413713216781616,-0.05039918050169945,0.5077279806137085,0.3725956678390503,-0.030268250033259392,0.5668835043907166,0.4025057852268219,0.06758497655391693
251,0.4171644449234009,0.34514808654785156,-0.05410483106970787,0.5185851454734802,0.37270787358283997,-0.05385613068938255,0.567593514919281,0.4061219394207001,-0.012724506668746471
252,0.41668280959129333,0.34503644704818726,-0.06086469814181328,0.5181823968887329,0.37503781914711,-0.05084453523159027,0.5705861449241638,0.4066596031188965,0.037330083549022675
253,0.41667264699935913,0.3444994390010834,-0.059550218284130096,0.5195838809013367,0.3749878406524658,-0.05173837020993233,0.5704842805862427,0.4089410901069641,-0.0014100358821451664
254,0.41727980971336365,0.34269312024116516,-0.057524312287569046,0.5185646414756775,0.3760617971420288,-0.03807434067130089,0.5664923191070557,0.4151064157485962,-0.018480926752090454
255,0.42049190402030945,0.348127156496048,-0.05168411508202553,0.5136092305183411,0.38990840315818787,-0.043778181076049805,0.5672195553779602,0.43158987164497375,-0.021498195827007294
256,0.4203649163246155,0.3476429879665375,-0.05203448235988617,0.5213592052459717,0.3850369453430176,-0.03917583450675011,0.5681926608085632,0.4226614832878113,-0.004834332037717104
257,0.4179081916809082,0.3472500741481781,-0.053145572543144226,0.48732614517211914,0.3880731463432312,-0.022322749719023705,0.5204229354858398,0.42349323630332947,0.053375083953142166
258,0.4200972616672516,0.34761080145835876,-0.05114903301000595,0.490042120218277,0.3877612352371216,-0.0034480965696275234,0.5442179441452026,0.4208265542984009,0.043095313012599945
267,0.4151403307914734,0.3459906578063965,-0.067914217710495,0.5194833874702454,0.3752819895744324,-0.06437031179666519,0.56833815574646,0.41707438230514526,-0.042084645479917526
268,0.4163461923599243,0.34637701511383057,-0.06265248358249664,0.5195375680923462,0.36881527304649353,-0.04336096718907356,0.5736428499221802,0.4119485914707184,0.022207224741578102
269,0.416475385427475,0.34104257822036743,-0.06143505871295929,0.5232663154602051,0.3681236803531647,-0.06492181867361069,0.5731563568115234,0.4111509323120117,0.0031026615761220455
270,0.42158687114715576,0.3416830897331238,-0.05642035976052284,0.5252020955085754,0.37615111470222473,-0.01011928915977478,0.5757256150245667,0.4132579565048218,0.007788359187543392
271,0.4211668372154236,0.3327789008617401,-0.056699592620134354,0.5205851793289185,0.36823445558547974,-0.009086799807846546,0.5767271518707275,0.40931084752082825,-0.007311058696359396
272,0.4194357991218567,0.34093329310417175,-0.021980999037623405,0.5194079875946045,0.3753944933414459,0.02945563569664955,0.5815516114234924,0.4160047769546509,0.1123492643237114
273,0.4205359220504761,0.3438587486743927,-0.01989656127989292,0.5173459053039551,0.3778246343135834,0.021029939875006676,0.5801026225090027,0.41602823138237,0.06550806760787964
282,0.41468584537506104,0.33415812253952026,-0.047935567796230316,0.5198127031326294,0.3754483461380005,-0.019856605678796768,0.5767219066619873,0.40799444913864136,0.007129122503101826
287,0.454097718000412,0.3729099631309509,0.048265133053064346,0.5337281823158264,0.36159998178482056,-0.10202941298484802,0.5388010144233704,0.3618418574333191,0.10328085720539093
289,0.4422748386859894,0.32960015535354614,0.08614196628332138,0.5020027160644531,0.35771799087524414,0.2322760969400406,0.5609518885612488,0.3679336607456207,0.3521589934825897
292,0.42144548892974854,0.3160211443901062,0.04357754439115524,0.408734530210495,0.32785502076148987,0.15438435971736908,0.4515152871608734,0.35842689871788025,0.4605908989906311
306,0.39740073680877686,0.3683020770549774,0.018669746816158295,0.41500839591026306,0.39515411853790283,0.04783075302839279,0.3480575680732727,0.4330469071865082,-0.06512270122766495
310,0.8749241232872009,0.410863995552063,0.08769238740205765,0.9549795389175415,0.38830870389938354,0.001049662008881569,1.0013707876205444,0.3369356095790863,-0.07979762554168701
311,0.8749300241470337,0.41434937715530396,0.06828466057777405,0.9517734050750732,0.38422486186027527,0.050888389348983765,0.9926950335502625,0.33844754099845886,0.018826769664883614
312,0.8791846632957458,0.4139429032802582,0.0582846999168396,0.9514961242675781,0.3780628740787506,0.007364741060882807,0.9899462461471558,0.3382737338542938,-0.03705785050988197
313,0.8795245289802551,0.4193779230117798,0.0406283363699913,0.9380548596382141,0.37923282384872437,0.010560847818851471,0.9798722267150879,0.338406503200531,-0.03658219426870346
321,0.9121682643890381,0.42510899901390076,0.24866807460784912,0.8973990678787231,0.5567575097084045,0.35757920145988464,0.9517125487327576,0.6953454613685608,0.5531315207481384
322,0.9038425087928772,0.4229031503200531,0.24333533644676208,0.8944472670555115,0.5571297407150269,0.3087939918041229,0.9217906594276428,0.7019736766815186,0.40853017568588257
323,0.9012311697006226,0.4142798185348511,0.238389253616333,0.8961190581321716,0.5440418720245361,0.3203655183315277,0.9172577857971191,0.7012661695480347,0.41567689180374146
324,0.8958509564399719,0.41238558292388916,0.23703496158123016,0.9168239831924438,0.5450126528739929,0.3073887526988983,0.9656203985214233,0.7009825110435486,0.37069782614707947
325,0.8779367804527283,0.40687012672424316,0.2359834909439087,0.915855348110199,0.5422085523605347,0.30588430166244507,0.9713243842124939,0.700060248374939,0.3728306293487549
326,0.8552497625350952,0.4056439995765686,0.22803571820259094,0.9145587086677551,0.541039764881134,0.28804826736450195,0.9682064056396484,0.6987919807434082,0.36690419912338257
